,text,Trump,Biden,West,HOF
2021,trump s minute flaccid Hatch Act violate mini rally White House,Neutral mentions,Neither,Neither,Non-Hateful
2022,Fool once shame you NEWLINE Fool twice shame me NEWLINE Fool thrice must Trump supporter NEWLINE NEWLINE VoteBlue vote BidenHarris,Against,Favor,Neither,Non-Hateful
2023,rest debate need cancel especially since Trump infect want super spreader anyone still undecided last four years think another Trump scream match convince anyone either way Debates BidenHarris,Against,Favor,Neither,Non-Hateful
2024,time us decide be BidenHarris,Neither,Favor,Neither,Non-Hateful
2025,Women Biden Yemayah awesome Its heart warm young people like step show support BidenHarris,Neither,Favor,Neither,Non-Hateful
2026,realDonaldTrump FDA dont trust damn thing minions say TrumpLiedAmericansDied NEWLINE BidenHarris,Against,Favor,Neither,Non-Hateful
2027,Following advice Hollywood actor vote like ask kid great job cut lawn investment advice Pretty stupid guarantee get break wake NEWLINE NEWLINE TheRock Trump Landslide Trump LandslideVictory MAGA MAGA,Favor,Neither,Neither,Non-Hateful
2028,realDonaldTrump NBCNews sick fake news one side media own Democrats hope people really stupid media giants think be PATRIOT TRUMP,Favor,Neither,Neither,Non-Hateful
2029,GIG up Conservatives Trump Hannity NRA MAGA Bongino CandaceOwens,Favor,Neither,Neither,Non-Hateful
2030,BillOReilly take time always have always will Let every vote count Trump lose its okay guy god always love america God bless new president Kamala Harr Oops mean Joe Biden,Neutral mentions,Mixed,Neither,Non-Hateful
2031,realDonaldTrump Look everybody Trump much free time play Twitter day long clownpresident clownshow shutupman VoteBidenHarris VoteBlue VoteBidenHarrisToSaveAmerica,Against,Favor,Neither,Non-Hateful
2032,RepsForBiden Independent heart want look choices easy vote Biden Harris support party Americans take good care of break Joe Kamala say Americans important them,Neither,Favor,Neither,Non-Hateful
2033,JoeBiden Trump administrations treatment across board human be border unconscionable PERIOD,Against,Neutral mentions,Neither,Non-Hateful
2034,Fauci say word take context use without permission new tRump ad Covid quote Fauci as I can t imagine anybody could more So tRump deceitful shady I m soooo fuck shock,Against,Neither,Neither,Non-Hateful
2035,MarshaBlackburn special way VoteBlue,Neither,Favor,Neither,Non-Hateful
2036,ONE DAY CLOSER VOTING realDonaldTrump AGAIN MAGA MAGA LandslideVictory MAGA Landslide WalkAway WalkAwayFromDemocrats BLEXIT StopSoros KAG VoteRedToSaveAmerica VoteRED RemoveEveryDemocrat VoteRed,Favor,Against,Neither,Non-Hateful
2037,Reminder Joe Bidens critical decision nominee choose Sen Kamala Harris run mate and make difference,Neither,Neutral mentions,Neither,Non-Hateful
2038,NEW YORK Trump want violence state come roar back Vote RED across ticket Trump,Favor,Neither,Neither,Non-Hateful
2039,happen work talk it staceyabrams speak truth power Georgians follow suit GA turn BLUE win mean WH Senate ossoff ReverendWarnock Let s this Dems BidenHarris,Neither,Favor,Neither,Non-Hateful
2040,FavGhostwriter get people Rez like this get every injustice solve woman candidate minority candidate BidenHarris,Neither,Favor,Neither,Non-Hateful
2041,Frankly even remember Tiffany Trump exist NEWLINE NEWLINE Which thing ever common donald NEWLINE NEWLINE ByeTiffany,Against,Neither,Neither,Non-Hateful
2042,Today feel tiny smatter hope NEWLINE BidenHarris,Neither,Favor,Neither,Non-Hateful
2043,chrislhayes TheReelRandom Thats go happen Boris Natasha Donnie Mel keep illness never share American public Plus dont believe pathological liar lie everything diagnosis covid LiarInChief BidenHarris,Against,Neither,Neither,Hateful
2044,Jill Biden cheat first husband Joe ex claim JoeBiden Alyssa Milano realDonaldTrump BidenLies trump NEWLINE,Favor,Against,Neither,Non-Hateful
2045,seanhannity Time Potty On Trump,Favor,Neither,Neither,Non-Hateful
2046,proxcee Yes much we d pay tax BidenHarris,Neither,Against,Neither,Non-Hateful
2047,seanhannity need abolish Gene pool life guard fail trump,Favor,Neither,Neither,Non-Hateful
2048,NYGovCuomo since youre narcissistically pat back pertain Covid Remember realDonaldTrump assist tool tonight go bed thank God thank President save live u end live Trump,Favor,Neither,Neither,Non-Hateful
2049,BuzzPatterson report Biden easier accurate replace say make statement word lie NEWLINE NEWLINE Trump,Favor,Against,Neither,Non-Hateful
2050,Trump need gofundme election Republicans pls donate,Favor,Neither,Neither,Non-Hateful
2051,Melania Trump experience mild symptoms husband isolate White House duration coronavirus diagnosis NEWLINE NEWLINE teamtrump patriotplanet trump trumptrain maga,Favor,Neither,Neither,Non-Hateful
2052,Trump Solid,Favor,Neither,Neither,Non-Hateful
2053,Biden Harris sign pop EVERYWHERE live neighborhood streets main streets saw Hillary sign encourage glorious sight Days BidenHarris,Neither,Favor,Neither,Non-Hateful
2054,Democrat Party full meltdown lose Supreme Court nominate zombie back woman laugh smoke pot incarcerate thousands black minor drug offenses prosecute connect people Trump,Favor,Against,Neither,Hateful
2055,White privilege exist NEWLINE NEWLINE But black privilege NEWLINE NEWLINE WednesdayWisdom ENDviolence Fauci Trump BLMRiots BLM terrorism discrimination WhitePrivilege blackprivelige MAGA TrumpWillSaveAmerica PelosiMustGo,Favor,Neither,Neither,Non-Hateful
2056,ProjectLincoln current man WH total failure VOTE Biden,Against,Favor,Neither,Non-Hateful
2057,Weve play AGAIN TrumpShow TrumpLies BidenHarris,Against,Favor,Neither,Non-Hateful
2058,raykwong vinosgirl BradJConnolly GrandpaSnarky TwiterHero MestrovichKaren pickle profchandIer ZedStorm Nonni educate guest suzels McKinnonPhD lisa mennucci mamanthem djobs JudyOwe Thanks Ray Im limit follow back later today Appreciate mention me BidenHarris,Neither,Favor,Neither,Non-Hateful
2059,Everyday wake think Kanye suck baby ball,Neither,Neither,Against,Non-Hateful
2060,U S national security may jeopardize FBI Director Christopher Wray abruptly remove presidential election association represent current retire special agents write,Neither,Neither,Neither,Non-Hateful
2061,Got new sign today BidenHarris,Neither,Favor,Neither,Non-Hateful
2062,too also like presidents lie NEWLINE BidenHarris,Neither,Favor,Neither,Non-Hateful
2063,HeyItsJennyLynn CoreySims davidmweissman realDonaldTrump Dem state Biden win Kamala become President cause Pelosi call th Amendment good ol Joe country longer country choice socialist country control dumb ass Joe Dems pawn feel bad,Neutral mentions,Against,Neither,Hateful
2064,Excuse ME misread article DAMN DECADE like presidents pay tax arent BROKE NEWLINE TrumpMeltdown TrumpTaxReturns TrumpTaxes BidenHarrisLandslide BidenHarris TrumpKnew AmericaOrTrump BlueWave BlueWave,Against,Favor,Neither,Non-Hateful
2065,Kamala Harris drink remember be NEWLINE Between Joe Biden cognitive decline alcohol problems make wonder heck go on,Neither,Against,Neither,Non-Hateful
2066,agree everything Biden say stand for moment unite around one share goal Defeating Donald Trump entire future stake NEWLINE NEWLINE ListenToBernie VoteBlue VoteBidenHarrisToSaveAmerica,Against,Favor,Neither,Non-Hateful
2067,manifest win Joe Biden Kamala Harris,Neither,Favor,Neither,Non-Hateful
2068,BillClinton Can t wait hear corrupt loser prison excite NEWLINE Trump,Favor,Neither,Neither,Hateful
2069,She s first woman who s become vice president one powerful countries world first woman colour well NEWLINE NEWLINE Shadow Foreign Sec Lisa Nandy react Kamala Harris become vice president elect NEWLINE NEWLINE,Neither,Neutral mentions,Neither,Non-Hateful
2070,Kalama Harris refuse address radical leave agenda last night s debate NEWLINE,Neither,Neutral mentions,Neither,Non-Hateful
2071,Clayton Taylor Counties report Biden s margin Clayton larger Trump s Taylor Clayton time population Biden vote behind GA Calling now Joe Biden Kamala Harris win Georgia CountEveryVote,Neither,Neutral mentions,Neither,Non-Hateful
2072,Rain gusty wind Duluth today crowd await entry rally venue TrumpRally Trump Duluth,Favor,Neither,Neither,Non-Hateful
2073,marklevinshow Utterly absurd Hispanic birth rate far exceed Caucasian birth rate Soon Mr Levin dead country speak Spanish Oh horror BidenHarris,Neither,Favor,Neither,Non-Hateful
2074,DemocracyInn Trump want Attorney General arrest Biden right now dictator arrest political opponent get elect he ll able arrest reporters opponents whoever,Against,Neutral mentions,Neither,Non-Hateful
2075,know whats real story Donald Trump owe someone million dollars still dont know who NEWLINE NEWLINE No one care anyway TrumpIsLosing HunterBidenEmails,Neutral mentions,Neither,Neither,Non-Hateful
2076,realDonaldTrump run campaign hes get Energizer batteries him JoeBiden run campaign hes get Rayovac batteries call lid AM Thats POTUS keep go go morning till night nonstop Trump PressSec,Favor,Against,Neither,Non-Hateful
2077,Trump pay money tax Panama India Philippines pay America Biden pay nearly federal income tax CNNPolitics VoteHimOut TrumpTaxReturns TrumpTaxCheat VoteBlueToSaveAmerica BidenHarris,Against,Favor,Neither,Non-Hateful
2078,Honest serious question Trump people NEWLINE NEWLINE If Trump somehow unable continue run enthusiastic vote Pence,Neutral mentions,Neither,Neither,Non-Hateful
2079,HarperWestPLP People say call OMG even trouble think IOW doom but its yet be give up BidenHarris Even nightmare continue lot learn Belarusprotests,Neither,Favor,Neither,Non-Hateful
2080,mmfa rich write laws help rich legally avoid tax prop tax use build infrastructure societal necessities gap have nots ever expand Sounds fair TaxFraudTrump VoteBlue,Against,Favor,Neither,Non-Hateful
2081,Biden liken Trumps good relationship North Korea like say we good relationship Hitler invade rest Europe DebateTonight,Neutral mentions,Neutral mentions,Neither,Non-Hateful
2082,Enough say NEWLINE NEWLINE Amy Coney Barrett NEWLINE SCOTUS NEWLINE NEWLINE Trump NEWLINE MAGA,Favor,Neither,Neither,Non-Hateful
2083,Congratulations America NEWLINE NEWLINE Joe Biden President elect NEWLINE NEWLINE And Kamala Harris Vice President elect NEWLINE NEWLINE We first Black first South Asian first woman color Vice President daughter immigrants head White House,Neither,Favor,Neither,Non-Hateful
2084,minella joe DFSRants would describe Kamala Harris strong black woman Angela Davis Angela Walker Nina Turner Barbara Lee Briahna Joy Gray yes,Neither,Against,Neither,Non-Hateful
2085,RGB hold Democracy Lets make proud OneNationUnderGod BidenHarris,Neither,Favor,Neither,Non-Hateful
2086,BryanDeanWright Harris obnoxious,Neither,Against,Neither,Non-Hateful
2087,man every rule last debate think treat fairly solution Trump suggest change moderator Democratic nominee Ok well go break petulant President VoteHimOut VoteBlue,Against,Favor,Neither,Non-Hateful
2088,fifteenknuckles ForAmerica convince you follow debate transcripts would see ask first condemn white supremacy say sure will Biden change conversation Proud Boys thats say stand stand by,Neither,Neutral mentions,Neither,Non-Hateful
2089,KamalaHarris JoeBiden soooo look forward VP debate October th BidenHarris,Neither,Favor,Neither,Non-Hateful
2090,lovejeeves FionaPrine JohnPrineMusic maddow ProjectLincoln One nothing hes President course let us know hes strong Blame Chinese thats come youll need reason like sorry hes President Trump NEWLINE MyPresident PresidentTrump,Favor,Neither,Neither,Non-Hateful
2091,Godspeed Patriots trump RedPill RealJamesWoods andweknow WillysBaldSpot TRUreporting X Report JuliansRum Q D R A GenFlynn Millie Weaver NEWLINE JudicialWatch TEN days DARKNESS Quarantine RED OCTOBER YouTube,Favor,Neither,Neither,Non-Hateful
2092,hope Jesus USA bless bless people,Neutral mentions,Neutral mentions,Neither,Non-Hateful
2093,Kamala Harris NEWLINE NEWLINE Mosaic jail men Kamala keep past release date use cheap jail labor,Neither,Against,Neither,Non-Hateful
2094,KamalaHarris neighbor die morning COVID get grandkids get school without adequate PPE courtesy Trump order school open fund purchase protective gear prosecute,Against,Neutral mentions,Neither,Non-Hateful
2095,Trump alter state think anything terrify clear state already fascist imagine pump full steroids Like rapid animal back corner hes dangerous nuclear weapons NEWLINE Get streets demand removal,Against,Neither,Neither,Non-Hateful
2096,Trump peaceful yall teach whatever want want peaceful transition vote Supreme Court Justice prior November rd NoJusticeNoPeace BidenHarris protect SupremeCourt justsaynotoTrump,Against,Favor,Neither,Non-Hateful
2097,SenSchumer Correction NEWLINE NEWLINE More ballot count Joe Biden Kamala Harris ticket nations history worth investigate make sure legal vote NEWLINE NEWLINE The American people have perhaps give enormous burden one mandate action,Neither,Against,Neither,Non-Hateful
2098,brianstelter Sources close Jill Biden say urge Joe resign let Kamala swear POTUS,Neither,Against,Neither,Non-Hateful
2099,ResistSister Whitehouse anticipation end edge someones gonna die know it GOPSuperSpreaders COVIDIOT BidenHarris,Neither,Favor,Neither,Hateful
2100,Lol saw first ProjectLincoln ad TV Arkansas Home cotton Tom I m happy confuse live block Walmart Corporate know red TrumpTaxReturns LockHimUp TrumpTaxes TrumpMeltdown DonTheCon BidenHarris FBResistance,Against,Favor,Neither,Hateful
2101,Trump DebateEdition NEWLINE NEWLINE If neither accuse visit golfcourse so primary lifestyle habit life mean God forbid someday elect Nation Geez write be garden days year,Favor,Neither,Neither,Non-Hateful
2102,TVNewsHQ dbongino point true NEWLINE The expect crowd actually NEWLINE The people attendance pay show wear blue shirt NEWLINE Polling historically low Trump black hispanic voters especially Trump denounce White Supremacists,Neutral mentions,Neither,Neither,Non-Hateful
2103,LIVE Breaking News Day RIOTS YouTube,Neutral mentions,Neither,Neither,Non-Hateful
2104,Biden Trump person Except Trump dont lie tell be Biden lie whole campaign get mfs hate trump vote him its work nothing change,Favor,Against,Neither,Hateful
2105,Taliban endorse Trump,Neutral mentions,Neither,Neither,Non-Hateful
2106,divide weeks year per week NEWLINE NEWLINE RemoveTrumpNow NEWLINE trumpTaxReturns NEWLINE Biden,Against,Favor,Neither,Non-Hateful
2107,yell Yes loud I m sick shit too NEWLINE NEWLINE I can t hear Republicans NEWLINE NEWLINE TrumpIsARacist WorstTrumpEver VoteBlueToEndThisNightmare VoteBlue,Against,Favor,Neither,Non-Hateful
2108,fair whatever transfer need completely undo anyway Bring military drag staff pack belong sit Pennsylvania Ave bring BidenHarris let Make America Tolerable,Neither,Favor,Neither,Non-Hateful
2109,dontlickchalk No certainly look puppy kitten picture still work do get trump sycophants office,Against,Neither,Neither,Non-Hateful
2110,GLAAD poll LGBTQ voters back Biden Trump NEWLINE biden NEWLINE bidenharris NEWLINE lgbt NEWLINE joebiden,Neutral mentions,Favor,Neither,Non-Hateful
2111,Maybe youre vote Joe Biden Kamala Harris Youre vote toxic divisive hurtful policies administration really care POWER They dont care one lick unborn baby orientation one way another,Against,Favor,Neither,Non-Hateful
2112,JayHoodW Benaskren recall people right unable go work school upset election result Snowflakes Trump,Favor,Neither,Neither,Non-Hateful
2113,JoeBiden Yes sir Ill vote trump NEWLINE Trump,Favor,Neutral mentions,Neither,Non-Hateful
2114,JoeBiden Well do prompt via hide mic trump,Favor,Against,Neither,Non-Hateful
2115,country need president BidenCares BidenHarris Biden VoteBlueToEndThisNightmare,Against,Favor,Neither,Non-Hateful
