HITId,tweet,sentiment,directness,annotator_sentiment,target,group
2548,ديل اتجاوزوا مرحلة التبرير للتحرش والاغتصاب لمرحلة التستر على التحرش والاغتصاب,hateful_normal,indirect,indifference,origin,women
2549,شغل نسوان بالحكي في الظهر وخبث ثعلب متلونون ونجاسة خنزير القرب منهم رجالها انجس من ذنب كلب دياثه ونسائها لمن غلب شع… @url,disrespectful,indirect,indifference,other,other
2550,ومع ذلك تقولوا مصر بلد التحرش,normal,indirect,shock,origin,other
2551,اي وحدة بتنادي بالحرية والكلام الفارغ دا معناها بايرة بس ما اكتر من كدا ..,offensive_disrespectful,indirect,indifference,gender,women
2552,والله محد خروف غيركم والي يطرونه يسواكم كلكم بأخلاقه مب رغاي شرات الحريم ويصيح فصراحه مثلكم ي السبلان @url,abusive_disrespectful,indirect,indifference,other,other
2553,@user @user @user أوصل لفرنسا بس مش اغرق في بول البعير وترامب وايفانكا اغرقهم بفلوسي اغرق وأوصل لفرن… @url,normal,indirect,indifference_disgust,other,other
2554,@user @user مالك دخل بين الحريم هش يالله,offensive,indirect,confusion_indifference,gender,women
2555,هناك محجبة سيئة الخلق! وهناك ملتحٍ فاسد! وتلك متبرجة حسنة الخلق! وأعرف حليقًا أفضل في ال… @url,normal,indirect,indifference,other,women
2556,في تويتر لو محجبة تنتقد متبرجة قالوا غيرة نساء,abusive_normal,direct,indifference_disgust,other,women
2557,@user @user لان دعواتكم خبيثه لذلك الله لم يستجب لها وانقلبت الدعوات عليك وعلى خنازير الجزيره واص… @url,hateful,indirect,shock,origin,other
2558,ذى التحرش صار مثل السلام عليكم وفي النهايه مافي شي @url,normal,indirect,sadness,other,women
2559,@user @user طيب احنا البدو اصحاب البعير اللي نشرب بول البعير قولي انتو اَي إنجاز سويتو في حياتكم ول… @url,normal,direct,shock,origin,other
2560,@user @user انا اتبرج ربنا بحاسبني..مسؤوله قدامو براي ما ح يسالك معاي..انت اتحرشت بي ربنا بسال براك وبح… @url,offensive,direct,shock,gender,individual
2561,وش ابي بالملاييين(وسخ دنيا الفلوس),normal,indirect,indifference,other,other
2562,خريجي الأزهر بمطروح تنظم أمسية دينية تحت عنوان  التحرش جريمة في حق المرأة والمجتمع,normal,indirect,indifference,other,other
2563,@user @user التحرش وغيره تصرفات فردية مالها علاقه بالانفتاح.. الدول المتقدمة والمنفتحه تجرم ذي الأفعال وتحا… @url,normal,direct,indifference,gender,women
2564,بس ملاحظه بسيطه اولاً عيب اللفظ هذا شفته مع الحريم وطيب نساء مو حريم والنساء او الحريم مثل ماتفضلتي وتلفظتي مو مجتم… @url,normal,indirect,sadness,other,women
2565,أولا: الشاب لو حب يتحرش بيتحرش بالأخضر واليابس ، متبرجة أو لا.,offensive,indirect,indifference,gender,women
2566,-تمتلك القدره على التواصل الاجتماعي مع جميع فئ…,normal,indirect,indifference,other,other
2567,بالعادة المتسعودين المسعورين بيستعملوا المنشار تحت تاثير تناول بول البعير..!! @user,offensive,direct,shock,origin,other
2568,@user @user امن دولة ايه هو فيه دولة يا راجل هذا شوية خنازير مسوين عصابة مع بعضهم وداخل شبك ... عمرك سمعت… @url,offensive,indirect,anger_indifference,other,other
2569,لأن التبرج اساسه عدم تربيه ا… @url,offensive,indirect,shock,gender,women
2570,مظلومات الحريم رجال ياخذ الجائزه من بينهن,normal,indirect,indifference,other,women
2571,مكثر من بول البعير وسكرات,disrespectful,indirect,shock,other,individual
2572,@user @user جمهورية حزب الشيطان و خنازير حسن زميرة و أنصار الشيطان يظهرون من المجارير من حين لآخر،… @url,hateful,indirect,shock,origin,other
2573,لما بشوف خنازير 30-6 وهم بينقلبوا على السيسي بسبب غلاء الاسعار,offensive,indirect,sadness,origin,other
2574,مره طالعين الاستراحه وغرق بزر عند الحريم طبعاً منظر البنات يصارخون حمسني ونطيت,disrespectful_normal,indirect,sadness,gender,women
2575,وبعدين بقا في الافارقة الي بيغيروا من بعض دول,disrespectful_normal,direct,sadness,other,african_descent
2576,@user نسيت شي السعوديه اكتشفت ا ان بول البعير يزيد الذكاء والفهم.   هههههه,hateful_normal,indirect,indifference,origin,other
2577,الحريم اذا شافو واحد متزوج اربع #يعجبك_السهر_اكثر_او_النوم @url,normal,indirect,indifference,gender,women
2578,@user @user @user @user يا ابني هو انت غبي ليه؟هو انا بقولك ان التحرش سببه اللبس؟ التحرش… @url,disrespectful,direct,sadness,other,individual
2579,@user @user @user بول البعير يناديكم يا اشباه الرجال,offensive,direct,indifference,other,other
2580,من السعودية وحدها اجى ٢٥ الف ارهابي على سوريا ...,normal,indirect,shock,origin,other
2581,خنازير ال البيت الرافضية @url,hateful,indirect,shock,religion,other
2582,@user @user @user @user اشرب بول البعير انت ماعندك الا هذه الجملة بصراحة اشرب بول… @user,disrespectful,indirect,disgust,other,individual
2583,@user @user الامير محمد بن سلمان لم يقتل أحد .. ولا فيه كلب ولا خنزير,offensive,direct,indifference,other,individual
2584,و تعد هذه القضية الثانية في عام واحد التي تؤكد على انتشار التحرش الجنسي في أمريكا: الأولى هي قضية #metoo (أنا أيضا)… @url,normal,indirect,indifference,origin,other
2585,مصر الجديده دي مشوار وسخ ميتراحش تاني,abusive_disrespectful,indirect,indifference,other,other
2586,في تقديري أن التحرش في واقعنا يقع بالتالي,offensive,direct,indifference_disgust,other,women
2587,@user @user قبل المباراة مورينيو قال لبوقبا اذا جاتك الكورة لا تحتفظ فيها ياعبد فعصب بوقبا وقاله العبد امس نام مع امك خنازير معليهم شره,abusive_disrespectful,indirect,indifference,other,individual
2588,أول مسلمتين في #الكونغرس_الأميركي - امريكا تتقدم و العربان يتبعون مسار بول البعير @user,hateful_disrespectful,direct,indifference,other,arabs
2589,كم عدد الافارقة الذين تمضروا او تقيسوا على يدك ؟,normal,indirect,shock,origin,african_descent
2590,لازم نقول لكل صاحب بيبيع صاحبه عشان الحريم..,abusive_offensive_hateful_disrespectful_normal,direct,indifference,other,women
2591,وكان إثنا عشر صوتا يصرخ في غضب وكلها متشابهة لا حاجة للسؤال الآن عما قد حدث لوجوه الخنازير وتتطلع الكائنات في الخار… @url,offensive,indirect,shock,other,other
2592,@user @user هو فيه وسخ وانت قاعد يا عرص,offensive,indirect,sadness,other,individual
2593,@user @user @user @user سيأتوكم الأيرانيين وسنرى ماذا ستقبلون وروح أشرب بول البعير ونام @url,disrespectful,direct,anger_disgust,origin,individual
2594,ماهو دا مشتق من كلمه بايره,offensive,indirect,sadness,other,women
2595,وساعتها متزعلوش ان حد وسخ طلع من حياتكم..,offensive,direct,disgust,other,other
2596,ليش ماتبي يوسف علاونه يدافع عن السعوديه ،،يوسف علاونه ادماء بقلوب القائمين ع قناة الخنزيره وعلى خنازير ايران ،،انت… @url,offensive,indirect,indifference,origin,individual
2597,يوم وسخ,abusive_disrespectful,indirect,indifference,other,other
2598,ترند السنه والله ماينفعش نعدي حدث غير مانرمي بظلال التحرش عليه @url,offensive_normal,indirect,confusion_fear_indifference_sadness_disgust,gender,women
