,corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
12249,zampieri2019: Offensive Posts in Social Media,  He is jeopardizing our security If he wants to show he favors transparency he can instead release his taxes ,0,He jeopardizing security If want show favor transparency instead release tax,He jeopardizing security If want show favor transparency instead release tax
12250,zampieri2019: Offensive Posts in Social Media, MaxineWaters Trump Has Displayed the Most Despicable Behavior That Any Human Being Could Do MAGA,2,MaxineWaters Trump Has Displayed Most Despicable Behavior That Any Human Being Could Do MAGA,MaxineWaters Trump Has Displayed Most Despicable Behavior That Any Human Being Could Do MAGA
12251,zampieri2019: Offensive Posts in Social Media,  I m so sorry for your loss and for everyone blaming you yet it was out of your control You are still an amazing person keep your head up ,0,I sorry loss everyone blaming yet control You still amazing person keep head,I sorry loss everyone blaming yet control You still amazing person keep head
12252,zampieri2019: Offensive Posts in Social Media,  It really sucks when commies atheists liberals refugees and anyone who isn t one of us uses our precious tax dollars ,2,It really suck commie atheist liberal refugee anyone one u us precious tax dollar,It really suck commie atheist liberal refugee anyone one u us precious tax dollar
12253,zampieri2019: Offensive Posts in Social Media,  No she is just informing the public of the horrible goings on in the trump White House ,0,No informing public horrible going trump White House,No informing public horrible going trump White House
12254,zampieri2019: Offensive Posts in Social Media,  She is a Lib registered Democrat And thats all we need to know ,0,She Lib registered Democrat And thats need know,She Lib registered Democrat And thats need know
12255,zampieri2019: Offensive Posts in Social Media,   Did he mock a Liberal MP crossing the floor to join the Conservatives because it is evidence that they are basically the same party ,0,Did mock Liberal MP crossing floor join Conservatives evidence basically party,Did mock Liberal MP crossing floor join Conservatives evidence basically party
12256,zampieri2019: Offensive Posts in Social Media,   Enjoying this Williams PC crowd tantrum Karma ,0,Enjoying Williams PC crowd tantrum Karma,Enjoying Williams PC crowd tantrum Karma
12257,zampieri2019: Offensive Posts in Social Media,        That s a blatant lie ANTIFA is the worse hate group Look at what they did at Berkeley university in California They nearly destroyed it over a guy they disagreed with It wasn t the KKK OR WHITE SUPREMACY They are shutting down free speech,2,That blatant lie ANTIFA worse hate group Look Berkeley university California They nearly destroyed guy disagreed It KKK OR WHITE SUPREMACY They shutting free speech,That blatant lie ANTIFA worse hate group Look Berkeley university California They nearly destroyed guy disagreed It KKK OR WHITE SUPREMACY They shutting free speech
12258,zampieri2019: Offensive Posts in Social Media,  slap the shit outta her,2,slap shit outta,slap shit outta
12259,zampieri2019: Offensive Posts in Social Media,  And Who Would Listen to a Man that Robbed American Taxpayers of Millions of Dollars and Gave it to Iran NOT ME ,2,And Who Would Listen Man Robbed American Taxpayers Millions Dollars Gave Iran NOT ME,And Who Would Listen Man Robbed American Taxpayers Millions Dollars Gave Iran NOT ME
12260,zampieri2019: Offensive Posts in Social Media,  Well she is better looking than the lying chicks lawyer,2,Well better looking lying chick lawyer,Well better looking lying chick lawyer
12261,zampieri2019: Offensive Posts in Social Media,  The hate really takes a toll on these people physically Most of these unhinged liberals do not look well fake news Armageddon coverage is sucking the life out of these people I feel bad for them ,2,The hate really take toll people physically Most unhinged liberal look well fake news Armageddon coverage sucking life people I feel bad,The hate really take toll people physically Most unhinged liberal look well fake news Armageddon coverage sucking life people I feel bad
12262,zampieri2019: Offensive Posts in Social Media,  You mean he is a ,0,You mean,You mean
12263,zampieri2019: Offensive Posts in Social Media,  Croatian President s bikini photos worlds hottest president ever ,2,Croatian President bikini photo world hottest president ever,Croatian President bikini photo world hottest president ever
12264,zampieri2019: Offensive Posts in Social Media,   Nothing more satisfying than a good scratch or howk if you are a scottish badger ,0,Nothing satisfying good scratch howk scottish badger,Nothing satisfying good scratch howk scottish badger
12265,zampieri2019: Offensive Posts in Social Media,  you ve seen the reports and you might know more than me but have a look at how many businesses have closed down since the coalition of the   and you talk of training people for business ,0,seen report might know look many business closed since coalition talk training people business,seen report might know look many business closed since coalition talk training people business
12266,zampieri2019: Offensive Posts in Social Media,  wow  you didn t look up permanently and suspends before placing them next to each other in a fucking headline youhadonejob ,2,wow look permanently suspends placing next fucking headline youhadonejob,wow look permanently suspends placing next fucking headline youhadonejob
12267,zampieri2019: Offensive Posts in Social Media,  Yeah Gun Control Act of also uses a lot of innuendoes for black people and ghettos in its text ,2,Yeah Gun Control Act also us lot innuendo black people ghetto text,Yeah Gun Control Act also us lot innuendo black people ghetto text
12268,zampieri2019: Offensive Posts in Social Media,  I found out today that Jesus isn t white and so now I can t go to church on Sunday AND I can t watch football damn Obama liberals,2,I found today Jesus white I go church Sunday AND I watch football damn Obama liberal,I found today Jesus white I go church Sunday AND I watch football damn Obama liberal
12269,zampieri2019: Offensive Posts in Social Media,  What happens next is whoever inthe GOP votes against him gets destroyed and we vote MORE republicans to the Senate to ensure margin of victory for AMY CONEY BARRETT liberals worst nightmare ,2,What happens next whoever inthe GOP vote get destroyed vote MORE republican Senate ensure margin victory AMY CONEY BARRETT liberal worst nightmare,What happens next whoever inthe GOP vote get destroyed vote MORE republican Senate ensure margin victory AMY CONEY BARRETT liberal worst nightmare
12270,zampieri2019: Offensive Posts in Social Media,   They can t do that would infringe on my rights and I only like it when these companies infridge on people who give people who are not liberals such as myself an alternative to size fits all mainstream narrative ,0,They would infringe right I like company infridge people give people liberal alternative size fit mainstream narrative,They would infringe right I like company infridge people give people liberal alternative size fit mainstream narrative
12271,zampieri2019: Offensive Posts in Social Media,   Aweeee happy bday e panda you are an amazing drummer maybe better than B have a great one ,0,Aweeee happy bday e panda amazing drummer maybe better B great one,Aweeee happy bday e panda amazing drummer maybe better B great one
12272,zampieri2019: Offensive Posts in Social Media,   Landon sucks I asked him for my birthday if I could play with him but he never got back to me so Landon you suck,2,Landon suck I asked birthday I could play never got back Landon suck,Landon suck I asked birthday I could play never got back Landon suck
12273,zampieri2019: Offensive Posts in Social Media,  He is only or games I thought it was fire some reason,0,He game I thought fire reason,He game I thought fire reason
12274,zampieri2019: Offensive Posts in Social Media,   That dude whoever he is aged out a long time ago Do better Utah ,0,That dude whoever aged long time ago Do better Utah,That dude whoever aged long time ago Do better Utah
12275,zampieri2019: Offensive Posts in Social Media,    Trudeau s liberals have no rules Time to oust them ,2,Trudeau liberal rule Time oust,Trudeau liberal rule Time oust
