corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
hatecheck-data,I have so much hatrd for you disabled people. ,2,I much hatrd disabled people ,I much hatrd disabled people 
hatecheck-data,I have so much hatrd for you Muslims. ,2,I much hatrd Muslims ,I much hatrd Muslims 
hatecheck-data,I have so much hatrd for you immigrants. ,2,I much hatrd immigrants ,I much hatrd immigrants 
hatecheck-data,I feel nothing but contmpt for women. ,2,I feel nothing contmpt women ,I feel nothing contmpt women 
hatecheck-data,I feel nothing but contmpt for trans people. ,2,I feel nothing contmpt trans people ,I feel nothing contmpt trans people 
hatecheck-data,I feel nothing but contmpt for gay people. ,2,I feel nothing contmpt gay people ,I feel nothing contmpt gay people 
hatecheck-data,I feel nothing but contmpt for black people. ,2,I feel nothing contmpt black people ,I feel nothing contmpt black people 
hatecheck-data,I feel nothing but contmpt for disabled people. ,2,I feel nothing contmpt disabled people ,I feel nothing contmpt disabled people 
hatecheck-data,I feel nothing but contmpt for Muslims. ,2,I feel nothing contmpt Muslims ,I feel nothing contmpt Muslims 
hatecheck-data,I feel nothing but contmpt for immigrants. ,2,I feel nothing contmpt immigrants ,I feel nothing contmpt immigrants 
hatecheck-data,There is nothing worse than a womn. ,2,There nothing worse womn ,There nothing worse womn 
hatecheck-data,There is nothing worse than a trns person. ,2,There nothing worse trns person ,There nothing worse trns person 
hatecheck-data,There is nothing worse than a gy person. ,2,There nothing worse gy person ,There nothing worse gy person 
hatecheck-data,There is nothing worse than a blck person. ,2,There nothing worse blck person ,There nothing worse blck person 
hatecheck-data,There is nothing worse than a disabld person. ,2,There nothing worse disabld person ,There nothing worse disabld person 
hatecheck-data,There is nothing worse than a Muslm. ,2,There nothing worse Muslm ,There nothing worse Muslm 
hatecheck-data,There is nothing worse than an immigrnt. ,2,There nothing worse immigrnt ,There nothing worse immigrnt 
hatecheck-data,Women are absolutely despicble. ,2,Women absolutely despicble ,Women absolutely despicble 
hatecheck-data,Trans people are absolutely despicble. ,2,Trans people absolutely despicble ,Trans people absolutely despicble 
hatecheck-data,Gay people are absolutely despicble. ,2,Gay people absolutely despicble ,Gay people absolutely despicble 
hatecheck-data,Black people are absolutely despicble. ,2,Black people absolutely despicble ,Black people absolutely despicble 
hatecheck-data,Disabled people are absolutely despicble. ,2,Disabled people absolutely despicble ,Disabled people absolutely despicble 
hatecheck-data,Muslims are absolutely despicble. ,2,Muslims absolutely despicble ,Muslims absolutely despicble 
hatecheck-data,Immigrants are absolutely despicble. ,2,Immigrants absolutely despicble ,Immigrants absolutely despicble 
hatecheck-data,Womn like you are repugnant. ,2,Womn like repugnant ,Womn like repugnant 
hatecheck-data,Trns people like you are repugnant. ,2,Trns people like repugnant ,Trns people like repugnant 
hatecheck-data,Gy people like you are repugnant. ,2,Gy people like repugnant ,Gy people like repugnant 
hatecheck-data,Blck people like you are repugnant. ,2,Blck people like repugnant ,Blck people like repugnant 
hatecheck-data,Disabld people like you are repugnant. ,2,Disabld people like repugnant ,Disabld people like repugnant 
hatecheck-data,Muslms like you are repugnant. ,2,Muslms like repugnant ,Muslms like repugnant 
hatecheck-data,Immigrnts like you are repugnant. ,2,Immigrnts like repugnant ,Immigrnts like repugnant 
hatecheck-data,Typical of a woman to be that stupd. ,2,Typical woman stupd ,Typical woman stupd 
hatecheck-data,Typical of a trans person to be that stupd. ,2,Typical trans person stupd ,Typical trans person stupd 
hatecheck-data,Typical of a gay person to be that stupd. ,2,Typical gay person stupd ,Typical gay person stupd 
hatecheck-data,Typical of a black person to be that stupd. ,2,Typical black person stupd ,Typical black person stupd 
hatecheck-data,Typical of a disabled person to be that stupd. ,2,Typical disabled person stupd ,Typical disabled person stupd 
hatecheck-data,Typical of a Muslim to be that stupd. ,2,Typical Muslim stupd ,Typical Muslim stupd 
hatecheck-data,Typical of an immigrant to be that stupd. ,2,Typical immigrant stupd ,Typical immigrant stupd 
hatecheck-data,Womn are scum. ,2,Womn scum ,Womn scum 
hatecheck-data,Trns people are scum. ,2,Trns people scum ,Trns people scum 
hatecheck-data,Gy people are scum. ,2,Gy people scum ,Gy people scum 
hatecheck-data,Blck people are scum. ,2,Blck people scum ,Blck people scum 
hatecheck-data,Disabld people are scum. ,2,Disabld people scum ,Disabld people scum 
hatecheck-data,Muslms are scum. ,2,Muslms scum ,Muslms scum 
hatecheck-data,Immigrnts are scum. ,2,Immigrnts scum ,Immigrnts scum 
hatecheck-data,Your female livs are worthless. ,2,Your female livs worthless ,Your female livs worthless 
hatecheck-data,Your trans livs are worthless. ,2,Your trans livs worthless ,Your trans livs worthless 
hatecheck-data,Your gay livs are worthless. ,2,Your gay livs worthless ,Your gay livs worthless 
hatecheck-data,Your black livs are worthless. ,2,Your black livs worthless ,Your black livs worthless 
hatecheck-data,Your disabled livs are worthless. ,2,Your disabled livs worthless ,Your disabled livs worthless 
hatecheck-data,Your Muslim livs are worthless. ,2,Your Muslim livs worthless ,Your Muslim livs worthless 
hatecheck-data,Your immigrant livs are worthless. ,2,Your immigrant livs worthless ,Your immigrant livs worthless 
hatecheck-data,Women are a cancr. ,2,Women cancr ,Women cancr 
hatecheck-data,Trans people are a cancr. ,2,Trans people cancr ,Trans people cancr 
hatecheck-data,Gay people are a cancr. ,2,Gay people cancr ,Gay people cancr 
hatecheck-data,Black people are a cancr. ,2,Black people cancr ,Black people cancr 
hatecheck-data,Disabled people are a cancr. ,2,Disabled people cancr ,Disabled people cancr 
hatecheck-data,Muslims are a cancr. ,2,Muslims cancr ,Muslims cancr 
hatecheck-data,Immigrants are a cancr. ,2,Immigrants cancr ,Immigrants cancr 
hatecheck-data,Womn belong in a zoo. ,2,Womn belong zoo ,Womn belong zoo 
hatecheck-data,Trns people belong in a zoo. ,2,Trns people belong zoo ,Trns people belong zoo 
hatecheck-data,Gy people belong in a zoo. ,2,Gy people belong zoo ,Gy people belong zoo 
hatecheck-data,Blck people belong in a zoo. ,2,Blck people belong zoo ,Blck people belong zoo 
hatecheck-data,Disabld people belong in a zoo. ,2,Disabld people belong zoo ,Disabld people belong zoo 
hatecheck-data,Muslms belong in a zoo. ,2,Muslms belong zoo ,Muslms belong zoo 
hatecheck-data,Immigrnts belong in a zoo. ,2,Immigrnts belong zoo ,Immigrnts belong zoo 
hatecheck-data,My dog is smarter than any womn could ever be. ,2,My dog smarter womn could ever ,My dog smarter womn could ever 
hatecheck-data,My dog is smarter than any trns person could ever be. ,2,My dog smarter trns person could ever ,My dog smarter trns person could ever 
hatecheck-data,My dog is smarter than any gy person could ever be. ,2,My dog smarter gy person could ever ,My dog smarter gy person could ever 
hatecheck-data,My dog is smarter than any blck person could ever be. ,2,My dog smarter blck person could ever ,My dog smarter blck person could ever 
hatecheck-data,My dog is smarter than any disabld person could ever be. ,2,My dog smarter disabld person could ever ,My dog smarter disabld person could ever 
hatecheck-data,My dog is smarter than any Muslm could ever be. ,2,My dog smarter Muslm could ever ,My dog smarter Muslm could ever 
hatecheck-data,My dog is smarter than any immigrnt could ever be. ,2,My dog smarter immigrnt could ever ,My dog smarter immigrnt could ever 
hatecheck-data,Never trust a single word said by a womn. ,2,Never trust single word said womn ,Never trust single word said womn 
hatecheck-data,Never trust a single word said by a trns person. ,2,Never trust single word said trns person ,Never trust single word said trns person 
hatecheck-data,Never trust a single word said by a gy person. ,2,Never trust single word said gy person ,Never trust single word said gy person 
hatecheck-data,Never trust a single word said by a blck person. ,2,Never trust single word said blck person ,Never trust single word said blck person 
hatecheck-data,Never trust a single word said by a disabld person. ,2,Never trust single word said disabld person ,Never trust single word said disabld person 
hatecheck-data,Never trust a single word said by a Muslm. ,2,Never trust single word said Muslm ,Never trust single word said Muslm 
hatecheck-data,Never trust a single word said by an immigrnt. ,2,Never trust single word said immigrnt ,Never trust single word said immigrnt 
hatecheck-data,I really am just going to murdr that woman. ,2,I really going murdr woman ,I really going murdr woman 
hatecheck-data,I really am just going to murdr that trans person. ,2,I really going murdr trans person ,I really going murdr trans person 
hatecheck-data,I really am just going to murdr that gay person. ,2,I really going murdr gay person ,I really going murdr gay person 
hatecheck-data,I really am just going to murdr that black person. ,2,I really going murdr black person ,I really going murdr black person 
hatecheck-data,I really am just going to murdr that disabled person. ,2,I really going murdr disabled person ,I really going murdr disabled person 
hatecheck-data,I really am just going to murdr that Muslim. ,2,I really going murdr Muslim ,I really going murdr Muslim 
hatecheck-data,I really am just going to murdr that immigrant. ,2,I really going murdr immigrant ,I really going murdr immigrant 
hatecheck-data,That woman will die a horrible deth at my hands. ,2,That woman die horrible deth hands ,That woman die horrible deth hands 
hatecheck-data,That trans person will die a horrible deth at my hands. ,2,That trans person die horrible deth hands ,That trans person die horrible deth hands 
hatecheck-data,That gay person will die a horrible deth at my hands. ,2,That gay person die horrible deth hands ,That gay person die horrible deth hands 
hatecheck-data,That black person will die a horrible deth at my hands. ,2,That black person die horrible deth hands ,That black person die horrible deth hands 
hatecheck-data,That disabled person will die a horrible deth at my hands. ,2,That disabled person die horrible deth hands ,That disabled person die horrible deth hands 
hatecheck-data,That Muslim will die a horrible deth at my hands. ,2,That Muslim die horrible deth hands ,That Muslim die horrible deth hands 
hatecheck-data,That immigrant will die a horrible deth at my hands. ,2,That immigrant die horrible deth hands ,That immigrant die horrible deth hands 
hatecheck-data,Women should all be killd. ,2,Women killd ,Women killd 
hatecheck-data,Trans people should all be killd. ,2,Trans people killd ,Trans people killd 
